0.42 686904 0.508244 1.77017 0.62 770.397
0.42 698880 0.535568 1.84666 0.64 770.405
0.42 711231 0.560032 1.90856 0.66 770.402
0.42 723115 0.5871 1.98825 0.68 770.375
0.42 735442 0.617369 2.06521 0.7 770.407
0.42 749379 0.64386 2.13199 0.72 770.419
0.42 762741 0.676977 2.22903 0.74 770.443
0.42 777162 0.706845 2.29734 0.76 770.407
0.42 790976 0.738866 2.38012 0.78 770.413
0.42 806691 0.771273 2.46207 0.8 770.44
0.42 822720 0.809401 2.54657 0.82 770.397
0.42 839640 0.843336 2.63743 0.84 770.424
0.42 856723 0.882544 2.73598 0.86 770.403
0.42 875078 0.920406 2.82157 0.88 770.411
0.42 892863 0.958548 2.91611 0.9 770.399
0.42 912519 1.00365 3.01598 0.92 770.415
0.42 932773 1.05062 3.13134 0.94 770.413
0.42 954411 1.09601 3.21885 0.96 770.439
0.42 976728 1.14169 3.31744 0.98 770.432
0.42 1000000 1.1943 3.44043 1 770.407
0.48 457609 0.0110815 0.246316 0.02 770.451
0.48 462227 0.0222856 0.288063 0.04 770.442
0.48 468723 0.0338964 0.327578 0.06 770.41
0.48 472685 0.0464326 0.369145 0.08 770.476
0.48 478798 0.0575086 0.409965 0.1 770.44
0.48 483660 0.0701981 0.45067 0.12 770.444
0.48 489618 0.082787 0.495871 0.14 770.417
0.48 495111 0.0959866 0.540113 0.16 770.505
0.48 501431 0.10961 0.583974 0.18 770.475
0.48 508351 0.122836 0.628299 0.2 770.469
0.48 514130 0.136714 0.676277 0.22 770.414
0.48 521093 0.151466 0.724033 0.24 770.423
0.48 527023 0.166152 0.765284 0.26 770.501
0.48 534039 0.181133 0.817912 0.28 770.429
0.48 541544 0.196268 0.865772 0.3 770.431
0.48 548318 0.213092 0.918003 0.32 770.45
0.48 556069 0.229123 0.971266 0.34 770.437
0.48 564164 0.246005 1.01807 0.36 770.448
0.48 571082 0.26395 1.07507 0.38 770.442
0.48 579428 0.279879 1.12782 0.4 770.465
0.48 587722 0.29791 1.18204 0.42 770.434
0.48 596010 0.319221 1.24226 0.44 770.466
0.48 605577 0.336935 1.29565 0.46 770.457
0.48 613395 0.35602 1.35268 0.48 770.451
0.48 622778 0.377801 1.41738 0.5 770.422
0.48 632102 0.398629 1.47642 0.52 770.449
0.48 641927 0.421934 1.53728 0.54 770.455
0.48 652185 0.443538 1.59804 0.56 770.461
0.48 661832 0.465899 1.657 0.58 770.461
0.48 673544 0.488299 1.72437 0.6 770.472
0.48 684105 0.514126 1.8025 0.62 770.468
0.48 696103 0.53868 1.87396 0.64 770.451
